positive_prob,confidence,negative_prob,sentiment
0.185898,0.586894,0.814102,0
0.876047,0.72455,0.123952,2
0.516719,0.665618,0.483281,1
0.511375,0.772505,0.488625,1
0.0596174,0.867517,0.940383,0
0.826035,0.613411,0.173965,2
0.300012,0.333307,0.699988,0
0.515894,0.682125,0.484106,1
0.341507,0.241095,0.658493,0
0.746622,0.436938,0.253378,2
0.12547,0.721179,0.87453,0
0.0634869,0.858918,0.936513,0
0.084595,0.812011,0.915405,0
0.848799,0.663997,0.151201,2
1,1,0,1
0.155167,0.655185,0.844833,0
0.561993,0.0266515,0.438007,2
0.00412085,0.990843,0.995879,0
0.506716,0.865689,0.493284,1
0.667392,0.260871,0.332608,2
0.875037,0.722305,0.124963,2
0.82409,0.609088,0.17591,2
0.072353,0.839216,0.927647,0
0.439662,0.0229726,0.560338,0
0.626938,0.170972,0.373062,2
0.43051,0.043312,0.56949,0
0.0122623,0.97275,0.987738,0
0.145105,0.677545,0.854895,0
0.273481,0.392265,0.726519,0
0.0633494,0.859223,0.936651,0
0.952108,0.893573,0.0478922,2
0.186551,0.585441,0.813449,0
0.445346,0.0103414,0.554654,0
0.423716,0.0584094,0.576284,0
0.840625,0.645834,0.159375,2
0.810885,0.579745,0.189115,2
0.0693944,0.84579,0.930606,0
0.472164,0.443273,0.527836,1
0.173032,0.615484,0.826968,0
0.00909283,0.979794,0.990907,0
0.616296,0.147324,0.383704,2
0.0233165,0.948186,0.976683,0
0.146759,0.673868,0.853241,0
0.717018,0.371152,0.282982,2
0.137794,0.69379,0.862206,0
0.300162,0.332973,0.699838,0
0.731759,0.403909,0.268241,2
0.33551,0.254423,0.66449,0
0.64459,0.210199,0.35541,2
0.00564165,0.987463,0.994358,0
0.00318038,0.992933,0.99682,0
0.590269,0.0894868,0.409731,2
0.0672345,0.85059,0.932766,0
0.791955,0.537677,0.208045,2
0.703978,0.342174,0.296022,2
0.115136,0.744141,0.884863,0
0.423955,0.0578778,0.576045,0
0.508101,0.837984,0.491899,1
0.0576088,0.87198,0.942391,0
0.00187591,0.995831,0.998124,0
0.10059,0.776467,0.89941,0
0.639992,0.199983,0.360008,2
0.520363,0.592745,0.479637,1
0.877304,0.727342,0.122696,2
0.822894,0.606431,0.177106,2
0.0184422,0.959017,0.981558,0
0.107826,0.760387,0.892174,0
0.156069,0.65318,0.843931,0
0.941983,0.871073,0.0580173,2
0.0445987,0.900892,0.955401,0
0.241801,0.462665,0.758199,0
0.343991,0.235576,0.656009,0
0.653065,0.229033,0.346935,2
0.0702899,0.8438,0.92971,0
0.651553,0.225673,0.348447,2
0.723632,0.385849,0.276368,2
0.365665,0.187412,0.634336,0
0.306968,0.317849,0.693032,0
0.66179,0.248422,0.33821,2
0.528054,0.438914,0.471946,1
0.156069,0.65318,0.843931,0
0.374268,0.168294,0.625732,0
0.679838,0.288529,0.320162,2
0.602866,0.117479,0.397134,2
0.214582,0.523151,0.785418,0
0.864625,0.699166,0.135375,2
0.784755,0.521677,0.215246,2
0.418454,0.070103,0.581546,0
0.283261,0.370531,0.716739,0
0.921962,0.826582,0.0780379,2
0.85726,0.6828,0.14274,2
0.784195,0.520434,0.215805,2
0.628136,0.173636,0.371864,2
0.0693676,0.84585,0.930632,0
0.304592,0.323129,0.695408,0
0.0732471,0.837229,0.926753,0
0.0172974,0.961561,0.982703,0
positive_prob,confidence,negative_prob,sentiment
0.330916,0.26463,0.669083,0
0.211202,0.530662,0.788798,0
0.750469,0.445487,0.249531,2
0.121405,0.730212,0.878595,0
0.00886525,0.980299,0.991135,0
0.435371,0.0325084,0.564629,0
0.100228,0.777271,0.899772,0
0.0624692,0.86118,0.937531,0
0.417031,0.0732646,0.582969,0
0.625993,0.168872,0.374007,2
0.746273,0.436161,0.253727,2
0.176093,0.608683,0.823907,0
0.113499,0.74778,0.886501,0
0.339108,0.246426,0.660892,0
0.333986,0.25781,0.666014,0
0.133081,0.704265,0.866919,0
0.601959,0.115464,0.398041,2
0.200282,0.554929,0.799718,0
0.89677,0.7706,0.10323,2
0.104265,0.7683,0.895735,0
0.0980996,0.782001,0.9019,0
0.253496,0.436675,0.746504,0
0.807118,0.571374,0.192882,2
0.0284428,0.936794,0.971557,0
0.602931,0.117625,0.397069,2
0.199464,0.556747,0.800536,0
0.140984,0.686702,0.859016,0
0.752779,0.45062,0.247221,2
0.352013,0.217749,0.647987,0
0.0234708,0.947843,0.976529,0
0.744679,0.432619,0.255322,2
0.0148849,0.966922,0.985115,0
0.0812045,0.819545,0.918795,0
0.109837,0.755918,0.890163,0
0.876569,0.725709,0.123431,2
0.802189,0.560419,0.197812,2
0.340757,0.242762,0.659243,0
0.691999,0.315554,0.308001,2
0.891546,0.758991,0.108454,2
0.00762135,0.983064,0.992379,0
0.786839,0.52631,0.213161,2
0.396305,0.119322,0.603695,0
0.523465,0.530691,0.476535,1
0.0122471,0.972784,0.987753,0
0.790026,0.53339,0.209974,2
0.751601,0.448001,0.248399,2
0.633738,0.186083,0.366263,2
0.217472,0.516728,0.782528,0
0.082319,0.817069,0.917681,0
0.00253191,0.994374,0.997468,0
0.254198,0.435116,0.745802,0
0.745228,0.433839,0.254772,2
0.040131,0.91082,0.959869,0
0.0271239,0.939725,0.972876,0
0.00489775,0.989116,0.995102,0
0.26107,0.419845,0.73893,0
0.509022,0.819559,0.490978,1
0.138267,0.69274,0.861733,0
0.0459387,0.897914,0.954061,0
0.266817,0.407073,0.733183,0
0.452414,0.0482869,0.547586,1
0.0675313,0.84993,0.932469,0
0.718944,0.375431,0.281056,2
0.0168115,0.962641,0.983189,0
0.0597144,0.867301,0.940286,0
0.379839,0.155914,0.620161,0
0.16752,0.627732,0.83248,0
0.0108479,0.975894,0.989152,0
0.684939,0.299865,0.315061,2
0.419816,0.067076,0.580184,0
0.555052,0.0112271,0.444948,2
0.0400904,0.91091,0.95991,0
0.0127669,0.971629,0.987233,0
0.218451,0.514554,0.781549,0
0.471411,0.428228,0.528589,1
0.088871,0.802509,0.911129,0
1,1,0,1
1,1,0,1
0.789457,0.532126,0.210543,2
0.0525937,0.883125,0.947406,0
0.408728,0.0917145,0.591272,0
0.444787,0.011584,0.555213,0
0.187829,0.582601,0.812171,0
0.157337,0.650362,0.842663,0
0.651587,0.22575,0.348413,2
0.571805,0.0484549,0.428195,2
0.0670827,0.850927,0.932917,0
0.757052,0.460115,0.242948,2
0.862018,0.693372,0.137982,2
0.0244062,0.945764,0.975594,0
0.176868,0.60696,0.823132,0
0.152586,0.660919,0.847414,0
0.132951,0.704553,0.867049,0
0.731506,0.403346,0.268494,2
0.174543,0.612126,0.825457,0
0.0265616,0.940974,0.973438,0
0.521648,0.567032,0.478352,1
0.268969,0.402292,0.731031,0
0.0578728,0.871394,0.942127,0
0.446567,0.0076282,0.553433,0
0.0575214,0.872175,0.942479,0
0.0622701,0.861622,0.93773,0
0.0593106,0.868199,0.940689,0
0.0679327,0.849038,0.932067,0
0.679968,0.288817,0.320032,2
0.768747,0.486105,0.231253,2
0.123881,0.724709,0.876119,0
0.0872167,0.806185,0.912783,0
0.754999,0.455553,0.245001,2
0.0118693,0.973624,0.988131,0
0.460294,0.205888,0.539706,1
0.144199,0.679558,0.855801,0
0.00257043,0.994288,0.99743,0
0.000883506,0.998037,0.999117,0
0.494689,0.893787,0.505311,1
0.297811,0.338197,0.702189,0
0.434859,0.0336459,0.565141,0
0.224259,0.501648,0.775741,0
0.00254402,0.994347,0.997456,0
0.0166607,0.962976,0.983339,0
0.789635,0.532523,0.210365,2
0.0410906,0.908688,0.958909,0
0.316752,0.296107,0.683248,0
0.804189,0.564863,0.195811,2
0.52023,0.595409,0.47977,1
0.67176,0.270579,0.32824,2
0.00319124,0.992908,0.996809,0
0.00309721,0.993117,0.996903,0
0.167843,0.627016,0.832157,0
0.684122,0.298049,0.315878,2
0.0840886,0.813136,0.915911,0
0.0820209,0.817731,0.917979,0
0.619431,0.15429,0.380569,2
0.679077,0.286837,0.320923,2
0.751167,0.447039,0.248833,2
0.866632,0.703627,0.133368,2
0.137658,0.694094,0.862342,0
0.220385,0.510256,0.779615,0
1,1,0,1
0.10569,0.765134,0.89431,0
0.0384278,0.914605,0.961572,0
0.669892,0.266427,0.330108,2
0.421247,0.0638951,0.578753,0
0.287099,0.362002,0.712901,0
0.0416892,0.907357,0.958311,0
0.0131221,0.97084,0.986878,0
0.750543,0.44565,0.249457,2
0.486987,0.739744,0.513013,1
0.0767775,0.829383,0.923222,0
0.143145,0.681899,0.856855,0
0.081838,0.818138,0.918162,0
0.0919033,0.795771,0.908097,0
0.326963,0.273415,0.673037,0
0.369568,0.178737,0.630432,0
0.00363117,0.991931,0.996369,0
0.576402,0.0586715,0.423598,2
0.0942518,0.790552,0.905748,0
0.351277,0.219385,0.648723,0
0.866787,0.703971,0.133213,2
0.122212,0.728417,0.877788,0
0.0219329,0.95126,0.978067,0
0.0409049,0.9091,0.959095,0
0.594833,0.0996297,0.405167,2
0.219657,0.511874,0.780343,0
0.110915,0.753523,0.889085,0
0.0911454,0.797455,0.908855,0
0.0195507,0.956554,0.980449,0
0.127821,0.715953,0.872179,0
0.602226,0.116058,0.397774,2
0.791861,0.537468,0.208139,2
0.500882,0.982359,0.499118,1
0.496469,0.929385,0.503531,1
0.933597,0.852439,0.0664026,2
0.108445,0.759011,0.891555,0
0.068324,0.848169,0.931676,0
0.0790169,0.824407,0.920983,0
0.781801,0.515114,0.218199,2
0.12798,0.7156,0.87202,0
0.839203,0.642674,0.160797,2
0.162732,0.638374,0.837268,0
0.732321,0.405157,0.267679,2
0.732819,0.406265,0.267181,2
0.0935186,0.792181,0.906481,0
0.846944,0.659875,0.153056,2
0.0722528,0.839438,0.927747,0
0.473988,0.479767,0.526012,1
0.275006,0.388876,0.724994,0
0.65942,0.243156,0.34058,2
0.824576,0.610168,0.175424,2
0.436764,0.029413,0.563236,0
0.217877,0.515829,0.782123,0
0.187268,0.58385,0.812732,0
0.209467,0.534518,0.790533,0
0.495216,0.904324,0.504784,1
0.421202,0.0639958,0.578798,0
0.85371,0.67491,0.14629,2
0.710696,0.357102,0.289304,2
0.793668,0.541484,0.206332,2
0.0291834,0.935148,0.970817,0
0.0685474,0.847672,0.931453,0
0.0540902,0.8798,0.94591,0
0.655907,0.235348,0.344093,2
0.130968,0.708961,0.869032,0
0.882833,0.739629,0.117167,2
0.599383,0.10974,0.400617,2
0.686639,0.303643,0.313361,2
0.0193446,0.957012,0.980655,0
0.062486,0.861142,0.937514,0
0.0112389,0.975024,0.988761,0
0.238639,0.469691,0.761361,0
0.958516,0.907814,0.0414835,2
0.0272007,0.939554,0.972799,0
0.0771467,0.828563,0.922853,0
0.591762,0.0928038,0.408238,2
0.0106809,0.976265,0.989319,0
0.639409,0.198686,0.360591,2
0.363896,0.191343,0.636104,0
0.76399,0.475533,0.23601,2
0.969612,0.932472,0.0303876,2
0.223721,0.502842,0.776279,0
0.77629,0.502867,0.22371,2
0.575151,0.055891,0.424849,2
0.140603,0.687549,0.859397,0
0.0182504,0.959444,0.98175,0
0.244829,0.455936,0.755171,0
0.088485,0.803367,0.911515,0
0.0304865,0.932252,0.969513,0
0.0551857,0.877365,0.944814,0
0.0489368,0.891251,0.951063,0
0.942546,0.872325,0.0574537,2
0.489349,0.786975,0.510651,1
0.243963,0.457861,0.756037,0
0.191372,0.574728,0.808628,0
0.62438,0.165288,0.37562,2
0.852665,0.672589,0.147335,2
0.964397,0.920882,0.0356032,2
0.0976955,0.782899,0.902305,0
0.120275,0.732723,0.879725,0
0.0707297,0.842823,0.92927,0
0.300266,0.332742,0.699734,0
0.132696,0.705121,0.867304,0
0.734147,0.409215,0.265853,2
0.265829,0.409269,0.734171,0
0.124544,0.723237,0.875457,0
0.455955,0.119107,0.544045,1
0.770567,0.490149,0.229433,2
0.277611,0.383086,0.722389,0
0.192137,0.573029,0.807863,0
0.078155,0.826322,0.921845,0
0.399247,0.112784,0.600753,0
0.0546327,0.878594,0.945367,0
0.962602,0.916893,0.0373982,2
0.692312,0.316249,0.307688,2
0.140632,0.687485,0.859368,0
0.193065,0.570967,0.806935,0
0.0175059,0.961098,0.982494,0
0.419068,0.0687389,0.580932,0
0.0283183,0.93707,0.971682,0
0.788467,0.529926,0.211533,2
0.7692,0.487112,0.2308,2
0.55781,0.0173561,0.44219,2
0.226622,0.496396,0.773378,0
0.523237,0.535252,0.476763,1
0.547466,0.0506902,0.452534,1
0.165192,0.632907,0.834808,0
0.277206,0.383986,0.722794,0
0.959025,0.908945,0.0409749,2
0.00966461,0.978523,0.990335,0
0.795277,0.54506,0.204723,2
0.137585,0.694255,0.862415,0
0.0537323,0.880595,0.946268,0
0.786477,0.525504,0.213523,2
0.674216,0.276035,0.325784,2
0.0728155,0.838188,0.927185,0
0.449313,0.00152614,0.550687,0
0.219916,0.511297,0.780084,0
0.103122,0.770839,0.896878,0
0.75427,0.453933,0.24573,2
0.568161,0.0403582,0.431839,2
0.741374,0.425276,0.258626,2
0.181789,0.596025,0.818211,0
0.138429,0.692381,0.861571,0
0.0157779,0.964938,0.984222,0
0.5048,0.904009,0.4952,1
0.282005,0.373323,0.717995,0
0.269685,0.400699,0.730315,0
0.924749,0.832775,0.0752511,2
positive_prob,confidence,negative_prob,sentiment
0.193065,0.570967,0.806935,0
0.0175059,0.961098,0.982494,0
0.419068,0.0687385,0.580932,0
0.0283183,0.93707,0.971682,0
0.467946,0.358915,0.532054,1
0.788467,0.529926,0.211533,2
0.7692,0.487112,0.2308,2
0.55781,0.0173561,0.44219,2
0.226622,0.496396,0.773378,0
0.523237,0.535251,0.476763,1
0.547466,0.0506902,0.452534,1
0.165192,0.632908,0.834808,0
0.277206,0.383986,0.722794,0
0.959025,0.908945,0.0409749,2
0.00966461,0.978523,0.990335,0
0.795277,0.54506,0.204723,2
0.0537323,0.880595,0.946268,0
0.786477,0.525505,0.213523,2
0.674216,0.276035,0.325784,2
0.0728155,0.838188,0.927185,0
0.449313,0.00152601,0.550687,0
0.219916,0.511297,0.780084,0
0.103122,0.770839,0.896878,0
0.75427,0.453933,0.24573,2
0.568161,0.0403582,0.431839,2
0.741374,0.425276,0.258626,2
0.181789,0.596024,0.818211,0
0.138429,0.692381,0.861571,0
0.5048,0.904006,0.4952,1
0.00849813,0.981115,0.991502,0
0.282005,0.373323,0.717995,0
0.269685,0.400699,0.730315,0
0.085413,0.810193,0.914587,0
0.924749,0.832775,0.0752511,2
0.924749,0.832775,0.0752511,2
0.210268,0.532738,0.789732,0
0.748209,0.440465,0.251791,2
0.200128,0.555271,0.799872,0
0.0637016,0.858441,0.936298,0
0.350381,0.221376,0.649619,0
0.138701,0.691774,0.861299,0
0.342029,0.239935,0.657971,0
0.277895,0.382455,0.722105,0
0.232458,0.483426,0.767542,0
0.232458,0.483426,0.767542,0
0.857446,0.683213,0.142554,2
0.00633871,0.985914,0.993661,0
0.758519,0.463374,0.241481,2
0.311563,0.307637,0.688437,0
0.00636649,0.985852,0.993634,0
0.165465,0.632299,0.834535,0
0.0120032,0.973326,0.987997,0
0.909056,0.797902,0.0909443,2
0.0720031,0.839993,0.927997,0
0.477205,0.544097,0.522795,1
0.0889867,0.802252,0.911013,0
0.280645,0.376345,0.719355,0
0.174402,0.61244,0.825598,0
0.139695,0.689566,0.860305,0
0.475835,0.51671,0.524165,1
0.419114,0.0686347,0.580886,0
0.147373,0.672505,0.852627,0
0.416031,0.0754857,0.583969,0
0.144235,0.679478,0.855765,0
0.705572,0.345715,0.294428,2
0.0267784,0.940492,0.973222,0
0.448954,0.00232498,0.551046,0
0.743374,0.42972,0.256626,2
0.0100626,0.977639,0.989937,0
0.230818,0.487071,0.769182,0
0.556458,0.0143515,0.443542,2
0.0173911,0.961353,0.982609,0
0.018373,0.959171,0.981627,0
0.587169,0.0825967,0.412831,2
0.573236,0.0516366,0.426764,2
0.46442,0.28841,0.53558,1
0.796665,0.548145,0.203335,2
0.734479,0.409954,0.265521,2
0.192707,0.571762,0.807293,0
0.451868,0.0373518,0.548132,1
0.271363,0.39697,0.728637,0
0.455122,0.102435,0.544878,1
0.13174,0.707244,0.86826,0
0.012794,0.971569,0.987206,0
0.137603,0.694215,0.862397,0
0.600922,0.11316,0.399078,2
0.0900423,0.799906,0.909958,0
0.623355,0.16301,0.376645,2
0.0154152,0.965744,0.984585,0
0.00326255,0.99275,0.996737,0
0.649365,0.22081,0.350635,2
0.78853,0.530067,0.21147,2
0.00302415,0.99328,0.996976,0
0.243811,0.458198,0.756189,0
0.12986,0.711422,0.87014,0
0.217911,0.515754,0.782089,0
0.480934,0.618686,0.519066,1
0.00821127,0.981753,0.991789,0
0.83336,0.62969,0.16664,2
0.0789373,0.824584,0.921063,0
0.462501,0.250019,0.537499,1
0.156505,0.652211,0.843495,0
0.403956,0.102319,0.596043,0
0.125222,0.721729,0.874778,0
0.157275,0.650501,0.842725,0
0.157753,0.649438,0.842247,0
0.0605649,0.865411,0.939435,0
0.00786736,0.982517,0.992133,0
0.79966,0.554799,0.20034,2
0.536961,0.260787,0.463039,1
0.158532,0.647707,0.841468,0
0.158532,0.647707,0.841468,0
0.118835,0.735922,0.881165,0
0.0532478,0.881672,0.946752,0
0.18051,0.598867,0.81949,0
0.460649,0.21298,0.539351,1
0.123688,0.725138,0.876312,0
0.0172885,0.961581,0.982711,0
0.3289,0.269111,0.6711,0
0.0962923,0.786017,0.903708,0
0.465779,0.315576,0.534221,1
0.108594,0.75868,0.891406,0
0.17585,0.609222,0.82415,0
0.360486,0.198921,0.639514,0
0.112423,0.750172,0.887577,0
0.80977,0.577267,0.19023,2
0.192693,0.571792,0.807307,0
0.398162,0.115196,0.601838,0
0.92782,0.839601,0.0721797,2
0.783055,0.5179,0.216945,2
0.130374,0.710279,0.869626,0
0.466338,0.326763,0.533662,1
0.700812,0.335138,0.299188,2
0.0637016,0.858441,0.936298,0
0.153822,0.658173,0.846178,0
0.294005,0.346656,0.705995,0
0.0255755,0.943166,0.974425,0
0.0994888,0.778914,0.900511,0
0.483799,0.67598,0.516201,1
0.643615,0.208034,0.356385,2
0.571029,0.046732,0.428971,2
0.0148135,0.967081,0.985186,0
0.443335,0.0148103,0.556665,0
0.0208123,0.953751,0.979188,0
0.725883,0.39085,0.274117,2
0.0851,0.810889,0.9149,0
0.600921,0.113158,0.399079,2
0.13401,0.7022,0.86599,0
0.0174824,0.96115,0.982518,0
0.33995,0.244555,0.66005,0
0.0470774,0.895383,0.952923,0
0.0382342,0.915035,0.961766,0
0.353083,0.215371,0.646917,0
0.243052,0.459885,0.756948,0
0.620822,0.157383,0.379178,2
0.0638668,0.858074,0.936133,0
0.00912307,0.979726,0.990877,0
0.650372,0.223048,0.349628,2
0.633772,0.186161,0.366228,2
0.00424925,0.990557,0.995751,0
0.603645,0.119211,0.396355,2
0.226623,0.496394,0.773377,0
0.133946,0.702342,0.866054,0
0.706022,0.346715,0.293978,2
0.945035,0.877855,0.0549652,2
0.0611684,0.86407,0.938832,0
0.0195447,0.956567,0.980455,0
0.134407,0.701317,0.865593,0
0.0705983,0.843115,0.929402,0
0.00265066,0.99411,0.997349,0
0.0456954,0.898455,0.954305,0
0.00459664,0.989785,0.995403,0
0.468055,0.361107,0.531945,1
0.105129,0.76638,0.894871,0
0.126583,0.718705,0.873417,0
0.901248,0.780551,0.098752,2
0.0637016,0.858441,0.936298,0
0.648692,0.219316,0.351308,2
0.815566,0.590148,0.184434,2
0.0121709,0.972954,0.987829,0
0.138221,0.692842,0.861779,0
0.908627,0.796949,0.0913731,2
0.0729828,0.837816,0.927017,0
0.0186497,0.958556,0.98135,0
0.12072,0.731732,0.87928,0
0.0172926,0.961572,0.982707,0
0.217472,0.516728,0.782528,0
0.0951457,0.788565,0.904854,0
0.464135,0.282698,0.535865,1
0.0130225,0.971061,0.986978,0
0.600213,0.111585,0.399787,2
0.140061,0.688754,0.859939,0
0.049984,0.888925,0.950016,0
0.451829,0.0365865,0.548171,1
0.310386,0.310254,0.689614,0
0.133685,0.702923,0.866315,0
0.564459,0.0321314,0.435541,2
0.804365,0.565256,0.195635,2
0.0362326,0.919483,0.963767,0
0.472698,0.453964,0.527302,1
0.0241662,0.946297,0.975834,0
0.000568659,0.998736,0.999431,0
0.309845,0.311457,0.690155,0
0.164887,0.633584,0.835113,0
0.783779,0.519509,0.216221,2
0.0144387,0.967914,0.985561,0
0.0291083,0.935315,0.970892,0
0.0205703,0.954288,0.97943,0
0.842688,0.650418,0.157312,2
0.81251,0.583356,0.18749,2
0.0125043,0.972213,0.987496,0
0.841162,0.647027,0.158838,2
0.225282,0.499373,0.774718,0
0.00344008,0.992356,0.99656,0
0.278888,0.38025,0.721112,0
0.189952,0.577884,0.810048,0
0.28735,0.361445,0.71265,0
0.189452,0.578996,0.810548,0
0.0473189,0.894847,0.952681,0
0.123699,0.725114,0.876301,0
0.893393,0.763095,0.106607,2
0.126592,0.718684,0.873408,0
0.59062,0.0902667,0.40938,2
0.226643,0.496349,0.773357,0
0.0207607,0.953865,0.979239,0
0.132953,0.704548,0.867047,0
0.420716,0.065076,0.579284,0
0.252024,0.439946,0.747976,0
0.175239,0.610579,0.824761,0
0.580182,0.0670718,0.419818,2
0.418803,0.0693255,0.581196,0
0.0957511,0.78722,0.904249,0
0.169131,0.624154,0.830869,0
0.619932,0.155404,0.380068,2
0.120076,0.733165,0.879924,0
0.0167665,0.962741,0.983233,0
0.462323,0.246462,0.537677,1
0.0120994,0.973112,0.987901,0
positive_prob,confidence,negative_prob,sentiment
0.577226,0.0605023,0.422774,2
0.732821,0.406268,0.267179,2
0.952932,0.895405,0.0470678,2
0.350973,0.220059,0.649027,0
0.0180784,0.959826,0.981922,0
0.364077,0.190939,0.635923,0
0.00211891,0.995291,0.997881,0
0.117637,0.738583,0.882363,0
0.0590829,0.868705,0.940917,0
0.0678012,0.849331,0.932199,0
0.446387,0.00802861,0.553613,0
0.0801249,0.821945,0.919875,0
0.84567,0.657045,0.15433,2
0.201415,0.552411,0.798585,0
0.856564,0.681252,0.143436,2
0.410142,0.0885736,0.589858,0
0.880911,0.735357,0.119089,2
0.0207583,0.953871,0.979242,0
0.786166,0.524814,0.213834,2
0.709123,0.353606,0.290877,2
0.22644,0.496801,0.77356,0
0.5353,0.294,0.4647,1
0.451656,0.0331229,0.548344,1
0.843287,0.651748,0.156713,2
0.168041,0.626576,0.831959,0
0.169716,0.622853,0.830284,0
0.74562,0.434712,0.25438,2
0.0980887,0.782025,0.901911,0
0.040207,0.910651,0.959793,0
0.561874,0.026387,0.438126,2
0.5353,0.294,0.4647,1
0.257702,0.427328,0.742298,0
0.772271,0.493935,0.227729,2
0.478139,0.56278,0.521861,1
0.446907,0.00687387,0.553093,0
0.720793,0.37954,0.279207,2
0.106525,0.763278,0.893475,0
0.817351,0.594112,0.18265,2
0.297747,0.338341,0.702253,0
0.509065,0.818697,0.490935,1
0.0977685,0.782737,0.902231,0
0.0430893,0.904246,0.956911,0
0.453439,0.0687772,0.546561,1
0.0697069,0.845096,0.930293,0
0.015337,0.965918,0.984663,0
0.747961,0.439914,0.252039,2
0.561352,0.0252269,0.438648,2
0.902837,0.784082,0.0971631,2
0.562552,0.0278927,0.437448,2
0.372578,0.172049,0.627422,0
0.0458921,0.898018,0.954108,0
0.066038,0.853249,0.933962,0
0.148051,0.670997,0.851949,0
0.0152684,0.96607,0.984732,0
0.821969,0.604376,0.178031,2
0.535498,0.29004,0.464502,1
0.707774,0.350609,0.292226,2
0.676836,0.281858,0.323164,2
0.0437765,0.902719,0.956223,0
0.0395155,0.912188,0.960485,0
0.257417,0.427963,0.742583,0
0.764759,0.477242,0.235241,2
0.0870771,0.806495,0.912923,0
0.382031,0.151043,0.617969,0
0.0527531,0.882771,0.947247,0
0.0236974,0.947339,0.976303,0
0.859814,0.688475,0.140186,2
0.927998,0.839996,0.0720017,2
0.30648,0.318934,0.69352,0
0.211339,0.530358,0.788661,0
0.724894,0.388654,0.275106,2
0.466083,0.321659,0.533917,1
0.287782,0.360484,0.712218,0
0.0126198,0.971956,0.98738,0
0.431903,0.0402161,0.568097,0
0.635955,0.191011,0.364045,2
0.546313,0.0737452,0.453687,1
0.116975,0.740056,0.883025,0
0.102758,0.771648,0.897242,0
0.109917,0.75574,0.890083,0
0.124121,0.724175,0.875879,0
0.69184,0.315201,0.30816,2
0.0819283,0.817937,0.918072,0
0.204852,0.544772,0.795148,0
0.00312751,0.99305,0.996873,0
0.125071,0.722065,0.874929,0
0.222377,0.50583,0.777623,0
0.133136,0.704142,0.866864,0
0.547049,0.0590157,0.452951,1
0.0691564,0.846319,0.930844,0
0.644071,0.209046,0.355929,2
0.120631,0.731931,0.879369,0
0.222377,0.50583,0.777623,0
0.405115,0.0997441,0.594885,0
0.0983266,0.781496,0.901673,0
0.543284,0.134329,0.456716,1
0.436263,0.0305272,0.563737,0
0.144439,0.679025,0.855561,0
0.002328,0.994827,0.997672,0
0.135155,0.699656,0.864845,0
0.657665,0.239255,0.342335,2
0.0416325,0.907483,0.958367,0
0.00437882,0.990269,0.995621,0
0.411155,0.086322,0.588845,0
0.715532,0.367848,0.284468,2
0.802179,0.560398,0.197821,2
0.186193,0.586238,0.813807,0
0.222377,0.50583,0.777623,0
0.101262,0.774974,0.898738,0
0.337171,0.250731,0.662829,0
0.766115,0.480256,0.233885,2
0.188229,0.581714,0.811771,0
0.208523,0.536616,0.791477,0
0.470386,0.40772,0.529614,1
0.25089,0.442466,0.74911,0
0.607538,0.127862,0.392462,2
0.292055,0.350988,0.707945,0
0.0324443,0.927901,0.967556,0
0.00726145,0.983863,0.992739,0
0.178572,0.603174,0.821428,0
0.845893,0.657541,0.154107,2
0.562773,0.0283844,0.437227,2
0.64665,0.214777,0.35335,2
0.0157828,0.964927,0.984217,0
0.139132,0.690817,0.860868,0
0.021019,0.953291,0.978981,0
0.268412,0.403529,0.731588,0
0.74757,0.439045,0.25243,2
0.0294555,0.934543,0.970544,0
0.748151,0.440335,0.251849,2
0.032079,0.928713,0.967921,0
0.0118627,0.973638,0.988137,0
0.859292,0.687316,0.140708,2
0.160519,0.643291,0.839481,0
0.396559,0.118757,0.603441,0
0.265147,0.410784,0.734853,0
0.55456,0.0101335,0.44544,2
0.0739699,0.835622,0.92603,0
0.176243,0.608348,0.823757,0
0.334702,0.256217,0.665298,0
0.536757,0.264857,0.463243,1
0.0434852,0.903366,0.956515,0
0.642297,0.205105,0.357703,2
0.0109788,0.975603,0.989021,0
0.488542,0.770833,0.511458,1
0.0419559,0.906765,0.958044,0
0.843565,0.652366,0.156435,2
0.252941,0.437908,0.747059,0
0.231443,0.485681,0.768557,0
0.386842,0.140352,0.613158,0
0.737256,0.416125,0.262744,2
0.610184,0.133742,0.389816,2
0.869231,0.709402,0.130769,2
0.0804274,0.821273,0.919573,0
0.006139,0.986358,0.993861,0
0.0621691,0.861847,0.937831,0
0.127366,0.716963,0.872634,0
0.89955,0.776777,0.10045,2
0.135399,0.699114,0.864601,0
0.760131,0.466958,0.239869,2
0.259528,0.423272,0.740472,0
0.0856066,0.809763,0.914393,0
0.0256075,0.943094,0.974393,0
0.885399,0.745332,0.114601,2
0.0945155,0.789966,0.905484,0
0.102128,0.773048,0.897872,0
0.659125,0.2425,0.340875,2
0.262961,0.415643,0.737039,0
0.183797,0.591563,0.816203,0
0.229498,0.490004,0.770502,0
0.0658946,0.853568,0.934105,0
0.0644008,0.856887,0.935599,0
0.14639,0.674688,0.85361,0
0.277064,0.384303,0.722936,0
0.726904,0.393119,0.273096,2
0.0131534,0.97077,0.986847,0
0.278796,0.380454,0.721204,0
0.715126,0.366946,0.284874,2
0.924196,0.831547,0.0758038,2
0.568198,0.040441,0.431802,2
0.443535,0.0143659,0.556465,0
0.10967,0.756289,0.89033,0
